+++++++++++++++++ MAXIMUM GAP LENGTH 50 50
the 1th path length 37
Os5g0506 506.00 Bdi2g4143 4143.00 -1
Os5g0504 504.00 Bdi2g4144 4144.00 -1
Os5g0502 502.00 Bdi2g4147 4147.00 -1
Os5g0501 501.00 Bdi2g4148 4148.00 -1
Os5g0496 496.00 Bdi2g4150 4150.00 -1
Os5g0495 495.00 Bdi2g4152 4152.00 -1
Os5g0494 494.00 Bdi2g4153 4153.00 -1
Os5g0493 493.00 Bdi2g4156 4156.00 -1
Os5g0492 492.00 Bdi2g4160 4160.00 1
Os5g0488 488.00 Bdi2g4162 4162.00 -1
Os5g0485 485.00 Bdi2g4163 4163.00 -1
Os5g0484 484.00 Bdi2g4164 4164.00 -1
Os5g0483 483.00 Bdi2g4165 4165.00 -1
Os5g0482 482.00 Bdi2g4166 4166.00 1
Os5g0478 478.00 Bdi2g4169 4169.00 -1
Os5g0467 467.00 Bdi2g4171 4171.00 -1
Os5g0466 466.00 Bdi2g4172 4172.00 -1
Os5g0465 465.00 Bdi2g4173 4173.00 -1
Os5g0462 462.00 Bdi2g4177 4177.00 -1
Os5g0461 461.00 Bdi2g4178 4178.00 -1
Os5g0460 460.00 Bdi2g4179 4179.00 -1
Os5g0459 459.00 Bdi2g4180 4180.00 -1
Os5g0457 457.00 Bdi2g4184 4184.00 -1
Os5g0456 456.00 Bdi2g4185 4185.00 -1
Os5g0447 447.00 Bdi2g4191 4191.00 -1
Os5g0446 446.00 Bdi2g4192 4192.00 -1
Os5g0445 445.00 Bdi2g4193 4193.00 -1
Os5g0444 444.00 Bdi2g4195 4195.00 -1
Os5g0442 442.00 Bdi2g4201 4201.00 1
Os5g0439 439.00 Bdi2g4211 4211.00 -1
Os5g0438 438.00 Bdi2g4212 4212.00 -1
Os5g0434 434.00 Bdi2g4213 4213.00 -1
Os5g0433 433.00 Bdi2g4215 4215.00 -1
Os5g0432 432.00 Bdi2g4216 4216.00 -1
Os5g0431 431.00 Bdi2g4217 4217.00 -1
Os5g0430 430.00 Bdi2g4219 4219.00 -1
Os5g0428 428.00 Bdi2g4222 4222.00 -1
Os5g0427 427.00 Bdi2g4223 4223.00 -1
Os5g0426 426.00 Bdi2g4232 4232.00 -1
Os5g0425 425.00 Bdi2g4235 4235.00 -1
Os5g0416 416.00 Bdi2g4250 4250.00 -1
Os5g0415 415.00 Bdi2g4253 4253.00 -1
Os5g0414 414.00 Bdi2g4255 4255.00 -1
Os5g0412 412.00 Bdi2g4258 4258.00 -1
Os5g0410 410.00 Bdi2g4259 4259.00 -1
Os5g0408 408.00 Bdi2g4268 4268.00 1
Os5g0407 407.00 Bdi2g4272 4272.00 -1
Os5g0399 399.00 Bdi2g4274 4274.00 -1
Os5g0398 398.00 Bdi2g4275 4275.00 -1
Os5g0397 397.00 Bdi2g4276 4276.00 -1
Os5g0396 396.00 Bdi2g4287 4287.00 1
Os5g0393 393.00 Bdi2g4288 4288.00 -1
Os5g0392 392.00 Bdi2g4289 4289.00 -1
Os5g0390 390.00 Bdi2g4292 4292.00 -1
Os5g0389 389.00 Bdi2g4294 4294.00 -1
Os5g0388 388.00 Bdi2g4300 4300.00 -1
Os5g0387 387.00 Bdi2g4301 4301.00 -1
Os5g0383 383.00 Bdi2g4306 4306.00 -1
Os5g0381 381.00 Bdi2g4310 4310.00 -1
Os5g0380 380.00 Bdi2g4311 4311.00 -1
Os5g0379 379.00 Bdi2g4314 4314.00 -1
Os5g0378 378.00 Bdi2g4315 4315.00 -1
Os5g0377 377.00 Bdi2g4316 4316.00 -1
Os5g0376 376.00 Bdi2g4317 4317.00 -1
Os5g0375 375.00 Bdi2g4318 4318.00 -1
Os5g0374 374.00 Bdi2g4319 4319.00 -1
Os5g0373 373.00 Bdi2g4322 4322.00 1
Os5g0372 372.00 Bdi2g4323 4323.00 -1
Os5g0369 369.00 Bdi2g4329 4329.00 -1
Os5g0368 368.00 Bdi2g4330 4330.00 -1
Os5g0366 366.00 Bdi2g4333 4333.00 -1
Os5g0363 363.00 Bdi2g4341 4341.00 -1
Os5g0362 362.00 Bdi2g4346 4346.00 -1
Os5g0361 361.00 Bdi2g4349 4349.00 -1
Os5g0360 360.00 Bdi2g4350 4350.00 -1
Os5g0358 358.00 Bdi2g4361 4361.00 -1
Os5g0357 357.00 Bdi2g4363 4363.00 -1
Os5g0356 356.00 Bdi2g4364 4364.00 -1
Os5g0348 348.00 Bdi2g4365 4365.00 -1
Os5g0347 347.00 Bdi2g4367 4367.00 -1
Os5g0346 346.00 Bdi2g4377 4377.00 -1
Os5g0343 343.00 Bdi2g4379 4379.00 -1
Os5g0342 342.00 Bdi2g4380 4380.00 -1
Os5g0341 341.00 Bdi2g4382 4382.00 -1
Os5g0340 340.00 Bdi2g4383 4383.00 -1
Os5g0338 338.00 Bdi2g4387 4387.00 1
Os5g0333 333.00 Bdi2g4392 4392.00 -1
Os5g0331 331.00 Bdi2g4393 4393.00 -1
Os5g0330 330.00 Bdi2g4394 4394.00 -1
Os5g0317 317.00 Bdi2g4417 4417.00 -1
Os5g0316 316.00 Bdi2g4418 4418.00 -1
Os5g0315 315.00 Bdi2g4419 4419.00 -1
Os5g0314 314.00 Bdi2g4420 4420.00 -1
Os5g0310 310.00 Bdi2g4424 4424.00 -1
Os5g0309 309.00 Bdi2g4425 4425.00 -1
Os5g0308 308.00 Bdi2g4426 4426.00 -1
Os5g0306 306.00 Bdi2g4427 4427.00 -1
Os5g0305 305.00 Bdi2g4430 4430.00 -1
Os5g0300 300.00 Bdi2g4431 4431.00 1
Os5g0297 297.00 Bdi2g4434 4434.00 -1
Os5g0296 296.00 Bdi2g4440 4440.00 1
Os5g0293 293.00 Bdi2g4452 4452.00 -1
Os5g0292 292.00 Bdi2g4453 4453.00 -1
Os5g0290 290.00 Bdi2g4454 4454.00 -1
Os5g0289 289.00 Bdi2g4461 4461.00 -1
Os5g0287 287.00 Bdi2g4463 4463.00 -1
Os5g0286 286.00 Bdi2g4465 4465.00 -1
Os5g0283 283.00 Bdi2g4470 4470.00 -1
Os5g0282 282.00 Bdi2g4471 4471.00 -1
Os5g0281 281.00 Bdi2g4472 4472.00 -1
Os5g0279 279.00 Bdi2g4475 4475.00 -1
Os5g0278 278.00 Bdi2g4476 4476.00 -1
Os5g0277 277.00 Bdi2g4477 4477.00 1
Os5g0275 275.00 Bdi2g4479 4479.00 1
Os5g0272 272.00 Bdi2g4481 4481.00 -1
Os5g0270 270.00 Bdi2g4482 4482.00 -1
Os5g0220 220.00 Bdi2g4483 4483.00 -1
>LOCALE p-value : 0.00

the 4th path length 91
Os5g0495 495.00 Bdi2g0499 499.00 1
Os5g0502 502.00 Bdi2g0528 528.00 1
Os5g0504 504.00 Bdi2g0531 531.00 1
Os5g0506 506.00 Bdi2g0535 535.00 1
Os5g0526 526.00 Bdi2g0541 541.00 1
Os5g0527 527.00 Bdi2g0545 545.00 1
Os5g0530 530.00 Bdi2g0550 550.00 1
Os5g0531 531.00 Bdi2g0563 563.00 -1
Os5g0532 532.00 Bdi2g0566 566.00 1
Os5g0533 533.00 Bdi2g0571 571.00 1
Os5g0535 535.00 Bdi2g0575 575.00 1
Os5g0537 537.00 Bdi2g0578 578.00 1
Os5g0541 541.00 Bdi2g0582 582.00 1
Os5g0543 543.00 Bdi2g0585 585.00 1
Os5g0544 544.00 Bdi2g0588 588.00 1
Os5g0545 545.00 Bdi2g0591 591.00 1
Os5g0549 549.00 Bdi2g0598 598.00 1
Os5g0574 574.00 Bdi2g0615 615.00 1
Os5g0575 575.00 Bdi2g0617 617.00 1
Os5g0580 580.00 Bdi2g0618 618.00 1
Os5g0581 581.00 Bdi2g0621 621.00 1
Os5g0582 582.00 Bdi2g0628 628.00 -1
Os5g0583 583.00 Bdi2g0630 630.00 1
Os5g0584 584.00 Bdi2g0638 638.00 1
Os5g0587 587.00 Bdi2g0648 648.00 1
Os5g0588 588.00 Bdi2g0649 649.00 1
Os5g0592 592.00 Bdi2g0656 656.00 1
Os5g0594 594.00 Bdi2g0658 658.00 -1
Os5g0598 598.00 Bdi2g0660 660.00 1
Os5g0600 600.00 Bdi2g0665 665.00 -1
Os5g0602 602.00 Bdi2g0670 670.00 1
Os5g0604 604.00 Bdi2g0671 671.00 1
Os5g0605 605.00 Bdi2g0678 678.00 1
Os5g0610 610.00 Bdi2g0704 704.00 1
Os5g0611 611.00 Bdi2g0706 706.00 1
Os5g0618 618.00 Bdi2g0714 714.00 1
Os5g0619 619.00 Bdi2g0717 717.00 1
Os5g0620 620.00 Bdi2g0720 720.00 1
Os5g0621 621.00 Bdi2g0721 721.00 1
Os5g0623 623.00 Bdi2g0725 725.00 1
Os5g0639 639.00 Bdi2g0729 729.00 1
Os5g0646 646.00 Bdi2g0737 737.00 1
Os5g0650 650.00 Bdi2g0740 740.00 1
Os5g0651 651.00 Bdi2g0741 741.00 1
Os5g0652 652.00 Bdi2g0742 742.00 1
Os5g0654 654.00 Bdi2g0743 743.00 1
Os5g0702 702.00 Bdi2g0746 746.00 1
Os5g0706 706.00 Bdi2g0749 749.00 1
Os5g0707 707.00 Bdi2g0752 752.00 1
Os5g0709 709.00 Bdi2g0753 753.00 1
Os5g0712 712.00 Bdi2g0755 755.00 1
Os5g0716 716.00 Bdi2g0761 761.00 -1
Os5g0728 728.00 Bdi2g0774 774.00 1
Os5g0734 734.00 Bdi2g0782 782.00 1
Os5g0738 738.00 Bdi2g0784 784.00 1
Os5g0742 742.00 Bdi2g0786 786.00 1
Os5g0743 743.00 Bdi2g0788 788.00 1
Os5g0744 744.00 Bdi2g0797 797.00 1
Os5g0746 746.00 Bdi2g0799 799.00 1
Os5g0751 751.00 Bdi2g0801 801.00 1
Os5g0756 756.00 Bdi2g0808 808.00 1
Os5g0764 764.00 Bdi2g0826 826.00 1
Os5g0766 766.00 Bdi2g0828 828.00 1
Os5g0771 771.00 Bdi2g0830 830.00 1
Os5g0775 775.00 Bdi2g0834 834.00 1
Os5g0785 785.00 Bdi2g0839 839.00 1
Os5g0789 789.00 Bdi2g0845 845.00 1
Os5g0791 791.00 Bdi2g0848 848.00 1
Os5g0796 796.00 Bdi2g0852 852.00 1
Os5g0797 797.00 Bdi2g0855 855.00 1
Os5g0798 798.00 Bdi2g0869 869.00 1
Os5g0801 801.00 Bdi2g0891 891.00 1
Os5g0803 803.00 Bdi2g0900 900.00 1
Os5g0804 804.00 Bdi2g0902 902.00 1
Os5g0807 807.00 Bdi2g0904 904.00 1
Os5g0809 809.00 Bdi2g0906 906.00 1
Os5g0811 811.00 Bdi2g0913 913.00 1
Os5g0825 825.00 Bdi2g0928 928.00 1
Os5g0827 827.00 Bdi2g0929 929.00 1
Os5g0851 851.00 Bdi2g0939 939.00 1
Os5g0874 874.00 Bdi2g0978 978.00 -1
Os5g0919 919.00 Bdi2g1002 1002.00 1
Os5g0921 921.00 Bdi2g1009 1009.00 1
Os5g0937 937.00 Bdi2g1011 1011.00 1
Os5g0942 942.00 Bdi2g1018 1018.00 1
Os5g0947 947.00 Bdi2g1027 1027.00 1
Os5g0969 969.00 Bdi2g1036 1036.00 1
Os5g0979 979.00 Bdi2g1043 1043.00 -1
Os5g0997 997.00 Bdi2g1051 1051.00 1
Os5g1020 1020.00 Bdi2g1068 1068.00 -1
Os5g1060 1060.00 Bdi2g1076 1076.00 -1
>LOCALE p-value : 0.00

the 5th path length 77
Os5g0095 95.00 Bdi2g4486 4486.00 1
Os5g0096 96.00 Bdi2g4488 4488.00 -1
Os5g0097 97.00 Bdi2g4489 4489.00 1
Os5g0100 100.00 Bdi2g4491 4491.00 1
Os5g0101 101.00 Bdi2g4492 4492.00 1
Os5g0103 103.00 Bdi2g4502 4502.00 -1
Os5g0107 107.00 Bdi2g4512 4512.00 1
Os5g0109 109.00 Bdi2g4513 4513.00 1
Os5g0110 110.00 Bdi2g4514 4514.00 1
Os5g0112 112.00 Bdi2g4515 4515.00 1
Os5g0116 116.00 Bdi2g4526 4526.00 -1
Os5g0123 123.00 Bdi2g4529 4529.00 -1
Os5g0125 125.00 Bdi2g4530 4530.00 1
Os5g0126 126.00 Bdi2g4531 4531.00 1
Os5g0127 127.00 Bdi2g4533 4533.00 1
Os5g0128 128.00 Bdi2g4534 4534.00 1
Os5g0129 129.00 Bdi2g4535 4535.00 1
Os5g0135 135.00 Bdi2g4536 4536.00 1
Os5g0141 141.00 Bdi2g4541 4541.00 1
Os5g0142 142.00 Bdi2g4544 4544.00 1
Os5g0148 148.00 Bdi2g4565 4565.00 1
Os5g0150 150.00 Bdi2g4570 4570.00 1
Os5g0155 155.00 Bdi2g4575 4575.00 1
Os5g0157 157.00 Bdi2g4576 4576.00 1
Os5g0168 168.00 Bdi2g4582 4582.00 1
Os5g0169 169.00 Bdi2g4583 4583.00 1
Os5g0171 171.00 Bdi2g4584 4584.00 1
Os5g0172 172.00 Bdi2g4596 4596.00 -1
Os5g0174 174.00 Bdi2g4597 4597.00 1
Os5g0175 175.00 Bdi2g4600 4600.00 1
Os5g0176 176.00 Bdi2g4601 4601.00 1
Os5g0178 178.00 Bdi2g4605 4605.00 1
Os5g0179 179.00 Bdi2g4607 4607.00 1
Os5g0180 180.00 Bdi2g4610 4610.00 1
Os5g0182 182.00 Bdi2g4613 4613.00 1
Os5g0184 184.00 Bdi2g4614 4614.00 1
Os5g0185 185.00 Bdi2g4615 4615.00 1
Os5g0186 186.00 Bdi2g4616 4616.00 1
Os5g0201 201.00 Bdi2g4624 4624.00 1
Os5g0202 202.00 Bdi2g4625 4625.00 1
Os5g0203 203.00 Bdi2g4628 4628.00 1
Os5g0204 204.00 Bdi2g4629 4629.00 1
Os5g0209 209.00 Bdi2g4635 4635.00 1
Os5g0210 210.00 Bdi2g4636 4636.00 1
Os5g0211 211.00 Bdi2g4638 4638.00 1
Os5g0214 214.00 Bdi2g4639 4639.00 1
Os5g0215 215.00 Bdi2g4641 4641.00 1
Os5g0216 216.00 Bdi2g4646 4646.00 1
Os5g0217 217.00 Bdi2g4648 4648.00 1
Os5g0218 218.00 Bdi2g4649 4649.00 1
Os5g0220 220.00 Bdi2g4650 4650.00 1
Os5g0222 222.00 Bdi2g4652 4652.00 1
Os5g0223 223.00 Bdi2g4653 4653.00 1
Os5g0224 224.00 Bdi2g4666 4666.00 1
Os5g0227 227.00 Bdi2g4667 4667.00 1
Os5g0228 228.00 Bdi2g4668 4668.00 1
Os5g0229 229.00 Bdi2g4669 4669.00 1
Os5g0231 231.00 Bdi2g4671 4671.00 1
Os5g0233 233.00 Bdi2g4672 4672.00 1
Os5g0235 235.00 Bdi2g4674 4674.00 1
Os5g0236 236.00 Bdi2g4675 4675.00 1
Os5g0243 243.00 Bdi2g4678 4678.00 1
Os5g0246 246.00 Bdi2g4679 4679.00 1
Os5g0254 254.00 Bdi2g4684 4684.00 1
Os5g0255 255.00 Bdi2g4685 4685.00 1
Os5g0256 256.00 Bdi2g4686 4686.00 1
Os5g0257 257.00 Bdi2g4687 4687.00 1
Os5g0258 258.00 Bdi2g4691 4691.00 1
Os5g0259 259.00 Bdi2g4694 4694.00 1
Os5g0261 261.00 Bdi2g4695 4695.00 1
Os5g0262 262.00 Bdi2g4696 4696.00 -1
Os5g0266 266.00 Bdi2g4697 4697.00 1
Os5g0267 267.00 Bdi2g4698 4698.00 1
Os5g0268 268.00 Bdi2g4704 4704.00 1
Os5g0269 269.00 Bdi2g4705 4705.00 1
Os5g0270 270.00 Bdi2g4707 4707.00 1
Os5g0272 272.00 Bdi2g4711 4711.00 1
>LOCALE p-value : 0.00

the 6th path length 54
Os5g0093 93.00 Bdi2g4722 4722.00 1
Os5g0087 87.00 Bdi2g4735 4735.00 1
Os5g0086 86.00 Bdi2g4737 4737.00 1
Os5g0085 85.00 Bdi2g4748 4748.00 -1
Os5g0084 84.00 Bdi2g4777 4777.00 -1
Os5g0083 83.00 Bdi2g4779 4779.00 -1
Os5g0082 82.00 Bdi2g4780 4780.00 -1
Os5g0081 81.00 Bdi2g4781 4781.00 -1
Os5g0079 79.00 Bdi2g4782 4782.00 -1
Os5g0078 78.00 Bdi2g4784 4784.00 -1
Os5g0076 76.00 Bdi2g4787 4787.00 -1
Os5g0069 69.00 Bdi2g4796 4796.00 1
Os5g0068 68.00 Bdi2g4797 4797.00 -1
Os5g0067 67.00 Bdi2g4798 4798.00 -1
Os5g0066 66.00 Bdi2g4800 4800.00 -1
Os5g0065 65.00 Bdi2g4801 4801.00 -1
Os5g0064 64.00 Bdi2g4802 4802.00 -1
Os5g0063 63.00 Bdi2g4803 4803.00 -1
Os5g0062 62.00 Bdi2g4804 4804.00 -1
Os5g0061 61.00 Bdi2g4805 4805.00 -1
Os5g0060 60.00 Bdi2g4808 4808.00 -1
Os5g0059 59.00 Bdi2g4815 4815.00 -1
Os5g0058 58.00 Bdi2g4816 4816.00 -1
Os5g0056 56.00 Bdi2g4817 4817.00 -1
Os5g0052 52.00 Bdi2g4833 4833.00 1
Os5g0049 49.00 Bdi2g4844 4844.00 -1
Os5g0048 48.00 Bdi2g4845 4845.00 -1
Os5g0047 47.00 Bdi2g4847 4847.00 -1
Os5g0046 46.00 Bdi2g4852 4852.00 -1
Os5g0045 45.00 Bdi2g4853 4853.00 -1
Os5g0042 42.00 Bdi2g4854 4854.00 -1
Os5g0041 41.00 Bdi2g4855 4855.00 -1
Os5g0040 40.00 Bdi2g4856 4856.00 -1
Os5g0039 39.00 Bdi2g4857 4857.00 -1
Os5g0038 38.00 Bdi2g4858 4858.00 -1
Os5g0037 37.00 Bdi2g4859 4859.00 -1
Os5g0032 32.00 Bdi2g4861 4861.00 -1
Os5g0031 31.00 Bdi2g4862 4862.00 -1
Os5g0030 30.00 Bdi2g4864 4864.00 -1
Os5g0029 29.00 Bdi2g4866 4866.00 -1
Os5g0028 28.00 Bdi2g4867 4867.00 -1
Os5g0027 27.00 Bdi2g4868 4868.00 -1
Os5g0026 26.00 Bdi2g4869 4869.00 -1
Os5g0025 25.00 Bdi2g4873 4873.00 -1
Os5g0023 23.00 Bdi2g4876 4876.00 -1
Os5g0022 22.00 Bdi2g4877 4877.00 -1
Os5g0021 21.00 Bdi2g4878 4878.00 -1
Os5g0020 20.00 Bdi2g4879 4879.00 -1
Os5g0019 19.00 Bdi2g4881 4881.00 -1
Os5g0018 18.00 Bdi2g4882 4882.00 -1
Os5g0017 17.00 Bdi2g4883 4883.00 -1
Os5g0016 16.00 Bdi2g4885 4885.00 -1
Os5g0012 12.00 Bdi2g4888 4888.00 -1
Os5g0004 4.00 Bdi2g4891 4891.00 1
>LOCALE p-value : 0.00

the 7th path length 33
>LOCALE p-value : 0.00
overlap with block 0+1th

the 8th path length 24
Os5g1668 1668.00 Bdi2g7343 7343.00 1
Os5g1672 1672.00 Bdi2g7344 7344.00 1
Os5g1681 1681.00 Bdi2g7353 7353.00 1
Os5g1689 1689.00 Bdi2g7362 7362.00 1
Os5g1705 1705.00 Bdi2g7374 7374.00 1
Os5g1707 1707.00 Bdi2g7379 7379.00 1
Os5g1708 1708.00 Bdi2g7385 7385.00 1
Os5g1709 1709.00 Bdi2g7386 7386.00 1
Os5g1716 1716.00 Bdi2g7398 7398.00 1
Os5g1723 1723.00 Bdi2g7403 7403.00 1
Os5g1726 1726.00 Bdi2g7424 7424.00 1
Os5g1727 1727.00 Bdi2g7426 7426.00 1
Os5g1730 1730.00 Bdi2g7434 7434.00 1
Os5g1731 1731.00 Bdi2g7446 7446.00 -1
Os5g1739 1739.00 Bdi2g7452 7452.00 -1
Os5g1767 1767.00 Bdi2g7485 7485.00 -1
Os5g1772 1772.00 Bdi2g7501 7501.00 1
Os5g1780 1780.00 Bdi2g7510 7510.00 -1
Os5g1793 1793.00 Bdi2g7530 7530.00 1
Os5g1798 1798.00 Bdi2g7542 7542.00 1
Os5g1811 1811.00 Bdi2g7558 7558.00 1
Os5g1813 1813.00 Bdi2g7560 7560.00 1
Os5g1843 1843.00 Bdi2g7571 7571.00 1
Os5g1857 1857.00 Bdi2g7584 7584.00 1
>LOCALE p-value : 0.00

the 9th path length 23
Os5g0482 482.00 Bdi2g1612 1612.00 -1
Os5g0467 467.00 Bdi2g1624 1624.00 -1
Os5g0465 465.00 Bdi2g1627 1627.00 -1
Os5g0462 462.00 Bdi2g1632 1632.00 1
Os5g0461 461.00 Bdi2g1633 1633.00 1
Os5g0460 460.00 Bdi2g1644 1644.00 1
Os5g0457 457.00 Bdi2g1647 1647.00 -1
Os5g0456 456.00 Bdi2g1648 1648.00 -1
Os5g0442 442.00 Bdi2g1660 1660.00 1
Os5g0439 439.00 Bdi2g1665 1665.00 -1
Os5g0438 438.00 Bdi2g1667 1667.00 1
Os5g0432 432.00 Bdi2g1670 1670.00 -1
Os5g0427 427.00 Bdi2g1682 1682.00 1
Os5g0387 387.00 Bdi2g1715 1715.00 -1
Os5g0382 382.00 Bdi2g1717 1717.00 -1
Os5g0379 379.00 Bdi2g1718 1718.00 -1
Os5g0374 374.00 Bdi2g1721 1721.00 1
Os5g0372 372.00 Bdi2g1730 1730.00 -1
Os5g0361 361.00 Bdi2g1751 1751.00 -1
Os5g0338 338.00 Bdi2g1767 1767.00 1
Os5g0309 309.00 Bdi2g1782 1782.00 -1
Os5g0308 308.00 Bdi2g1784 1784.00 -1
Os5g0258 258.00 Bdi2g1786 1786.00 -1
>LOCALE p-value : 0.00

the 10th path length 22
>LOCALE p-value : 0.00
overlap with block 0+1th

the 11th path length 20
Os5g0306 306.00 Bdi2g1459 1459.00 -1
Os5g0305 305.00 Bdi2g1461 1461.00 -1
Os5g0300 300.00 Bdi2g1464 1464.00 -1
Os5g0296 296.00 Bdi2g1469 1469.00 -1
Os5g0291 291.00 Bdi2g1475 1475.00 -1
Os5g0290 290.00 Bdi2g1477 1477.00 -1
Os5g0288 288.00 Bdi2g1480 1480.00 -1
Os5g0284 284.00 Bdi2g1484 1484.00 -1
Os5g0281 281.00 Bdi2g1486 1486.00 -1
Os5g0280 280.00 Bdi2g1488 1488.00 -1
Os5g0278 278.00 Bdi2g1498 1498.00 -1
Os5g0277 277.00 Bdi2g1499 1499.00 -1
Os5g0275 275.00 Bdi2g1500 1500.00 -1
Os5g0272 272.00 Bdi2g1501 1501.00 -1
Os5g0268 268.00 Bdi2g1505 1505.00 -1
Os5g0267 267.00 Bdi2g1508 1508.00 -1
Os5g0259 259.00 Bdi2g1516 1516.00 -1
Os5g0233 233.00 Bdi2g1528 1528.00 -1
Os5g0229 229.00 Bdi2g1571 1571.00 -1
Os5g0179 179.00 Bdi2g1580 1580.00 -1
>LOCALE p-value : 0.00

the 12th path length 19
Os5g0046 46.00 Bdi2g7579 7579.00 1
Os5g0053 53.00 Bdi2g7618 7618.00 1
Os5g0058 58.00 Bdi2g7653 7653.00 1
Os5g0062 62.00 Bdi2g7667 7667.00 1
Os5g0064 64.00 Bdi2g7668 7668.00 1
Os5g0068 68.00 Bdi2g7669 7669.00 1
Os5g0083 83.00 Bdi2g7692 7692.00 1
Os5g0085 85.00 Bdi2g7705 7705.00 1
Os5g0097 97.00 Bdi2g7716 7716.00 1
Os5g0109 109.00 Bdi2g7724 7724.00 1
Os5g0110 110.00 Bdi2g7726 7726.00 1
Os5g0121 121.00 Bdi2g7735 7735.00 1
Os5g0128 128.00 Bdi2g7743 7743.00 1
Os5g0155 155.00 Bdi2g7749 7749.00 -1
Os5g0168 168.00 Bdi2g7751 7751.00 1
Os5g0179 179.00 Bdi2g7755 7755.00 1
Os5g0201 201.00 Bdi2g7757 7757.00 1
Os5g0204 204.00 Bdi2g7758 7758.00 1
Os5g0209 209.00 Bdi2g7759 7759.00 1
>LOCALE p-value : 0.00

the 13th path length 16
Os5g1229 1229.00 Bdi2g3751 3751.00 -1
Os5g1270 1270.00 Bdi2g3752 3752.00 -1
Os5g1295 1295.00 Bdi2g3759 3759.00 -1
Os5g1304 1304.00 Bdi2g3768 3768.00 -1
Os5g1318 1318.00 Bdi2g3779 3779.00 -1
Os5g1346 1346.00 Bdi2g3806 3806.00 -1
Os5g1353 1353.00 Bdi2g3810 3810.00 1
Os5g1356 1356.00 Bdi2g3812 3812.00 1
Os5g1367 1367.00 Bdi2g3814 3814.00 1
Os5g1373 1373.00 Bdi2g3816 3816.00 1
Os5g1374 1374.00 Bdi2g3817 3817.00 1
Os5g1375 1375.00 Bdi2g3818 3818.00 1
Os5g1380 1380.00 Bdi2g3823 3823.00 1
Os5g1385 1385.00 Bdi2g3824 3824.00 -1
Os5g1404 1404.00 Bdi2g3825 3825.00 1
Os5g1406 1406.00 Bdi2g3826 3826.00 1
>LOCALE p-value : 0.00

the 14th path length 13
>LOCALE p-value : 0.00
overlap with block 1+1th

the 15th path length 13
>LOCALE p-value : 0.00
overlap with block 0+1th

the 16th path length 11
Os5g0947 947.00 Bdi2g3836 3836.00 1
Os5g0962 962.00 Bdi2g3839 3839.00 1
Os5g0969 969.00 Bdi2g3843 3843.00 -1
Os5g0977 977.00 Bdi2g3846 3846.00 -1
Os5g0999 999.00 Bdi2g3850 3850.00 1
Os5g1000 1000.00 Bdi2g3851 3851.00 1
Os5g1001 1001.00 Bdi2g3852 3852.00 1
Os5g1013 1013.00 Bdi2g3853 3853.00 1
Os5g1020 1020.00 Bdi2g3855 3855.00 1
Os5g1060 1060.00 Bdi2g3858 3858.00 1
Os5g1062 1062.00 Bdi2g3859 3859.00 1
>LOCALE p-value : 0.00

the 17th path length 11
Os5g1590 1590.00 Bdi2g1530 1530.00 1
Os5g1592 1592.00 Bdi2g1533 1533.00 1
Os5g1593 1593.00 Bdi2g1537 1537.00 1
Os5g1609 1609.00 Bdi2g1553 1553.00 1
Os5g1613 1613.00 Bdi2g1557 1557.00 1
Os5g1618 1618.00 Bdi2g1563 1563.00 1
Os5g1632 1632.00 Bdi2g1568 1568.00 -1
Os5g1646 1646.00 Bdi2g1585 1585.00 1
Os5g1647 1647.00 Bdi2g1586 1586.00 1
Os5g1655 1655.00 Bdi2g1589 1589.00 1
Os5g1661 1661.00 Bdi2g1591 1591.00 1
>LOCALE p-value : 0.00

the 18th path length 11
Os5g1480 1480.00 Bdi2g6569 6569.00 -1
Os5g1497 1497.00 Bdi2g6574 6574.00 1
Os5g1512 1512.00 Bdi2g6576 6576.00 1
Os5g1522 1522.00 Bdi2g6578 6578.00 1
Os5g1538 1538.00 Bdi2g6581 6581.00 -1
Os5g1548 1548.00 Bdi2g6591 6591.00 1
Os5g1581 1581.00 Bdi2g6594 6594.00 -1
Os5g1600 1600.00 Bdi2g6605 6605.00 -1
Os5g1646 1646.00 Bdi2g6650 6650.00 1
Os5g1647 1647.00 Bdi2g6651 6651.00 -1
Os5g1683 1683.00 Bdi2g6675 6675.00 -1
>LOCALE p-value : 0.00

the 19th path length 11
>LOCALE p-value : 0.00
overlap with block 0+1th

the 20th path length 9
>LOCALE p-value : 0.00
overlap with block 0+1th

the 21th path length 9
>LOCALE p-value : 0.00
overlap with block 0+1th

the 22th path length 9
>LOCALE p-value : 0.00
overlap with block 4+1th

the 23th path length 8
Os5g2333 2333.00 Bdi2g4575 4575.00 1
Os5g2329 2329.00 Bdi2g4582 4582.00 -1
Os5g2319 2319.00 Bdi2g4605 4605.00 -1
Os5g2318 2318.00 Bdi2g4606 4606.00 -1
Os5g2317 2317.00 Bdi2g4607 4607.00 -1
Os5g2316 2316.00 Bdi2g4616 4616.00 -1
Os5g2314 2314.00 Bdi2g4629 4629.00 -1
Os5g2264 2264.00 Bdi2g4630 4630.00 1
>LOCALE p-value : 0.00

the 24th path length 8
>LOCALE p-value : 0.00
overlap with block 0+1th

the 25th path length 8
>LOCALE p-value : 0.00
overlap with block 0+1th

the 26th path length 7
Os5g0004 4.00 Bdi2g4891 4891.00 1
